country,iso,aluminum_us,aluminum_cn,antimony_us,antimony_cn,beryllium_us,beryllium_cn,bismuth_us,bismuth_cn,cadmium_us,cadmium_cn,chromium_us,chromium_cn,cobalt_us,cobalt_cn,copper_us,copper_cn,gold_us,gold_cn,steel_us,steel_cn,lead_us,lead_cn,lithium_us,lithium_cn,magnesium_us,magnesium_cn,manganese_us,manganese_cn,molybdenum_us,molybdenum_cn,graphite_us,graphite_cn,nickel_us,nickel_cn,niobium_us,niobium_cn,palladium_us,palladium_cn,platinum_us,platinum_cn,ree_us,ree_cn,rhodium_us,rhodium_cn,silver_us,silver_cn,tin_us,tin_cn,titanium_us,titanium_cn,tungsten_us,tungsten_cn,uranium_us,uranium_cn,zinc_us,zinc_cn,zirconium_us,zirconium_cn,beef_us,beef_cn,coffee_us,coffee_cn,maize_us,maize_cn,milk_us,milk_cn,palm_us,palm_cn,pork_us,pork_cn,poultry_us,poultry_cn,rice_us,rice_cn,soy_us,soy_cn,sugar_us,sugar_cn,wheat_us,wheat_cn,coal_us,coal_cn,gas_us,gas_cn,oil_us,oil_cn,trade_us,trade_cn,fdi_us,fdi_cn,student_out_us,student_in_us,student_out_cn,student_in_cn,aid_us,aid_cn,unga_us,unga_cn,arms_ex_us,arms_im_us,arms_ex_cn,arms_im_cn,mil_ex_us,mil_ex_cn
Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550015444,420439332,0,210000000,0,476.54,0,0,1.064,0.001,0.23,0.82,0.47,0,0,0,0,0
Albania,ALB,0,0,0,0,0,0,0,0,0,0,0.003,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174731373.1,594094856.6,0,0,0,655.91,0,0,0.005,0,0.48,0.5,0,0,0,0,10,0
Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.001,7311146060,8092364200,0,1963333333,0,159.64,0,1.25,0,0,0.17,0.81,0.01,0,0.18,0,4,0
Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.078,6868684625,26267835161,0,2292500000,0,1123.23,0,5,0.001,0.012,0.16,0.81,0,0,0.07,0,3,2
Argentina,ARG,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.001,0,0.306,0.076,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.001,0,0,0.002,0,0,0,0,0,0.003,0.001,0,0.001,0.082,0.004,0,0.001,0,0,0,0,0,0.001,0.002,20841664651,13685185057,14578750000,3392500000,878.25,1913.25,142.75,0,0,0.002,0.3,0.76,0.6,0,0,0,3,0
Armenia,ARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177003842.4,328514560.8,0,0,30,273,1.75,0,0.013,0,0.24,0.67,0,0,0,0,11,2
Australia,AUS,0.005,0.002,0,0.039,0,0,0,0.002,0.081,0.014,0,0.007,0.037,0.006,0,0.021,0,0.062,0.002,0,0.006,0.002,0,0,0,0,0.151,0.222,0,0,0,0,0.031,0.011,0,0,0,0,0,0,0.001,0,0,0,0.001,0.011,0,0,0,0,0,0,0.256,0,0.058,0.021,0.041,0.278,0.026,0.021,0,0.001,0,0,0.001,0.038,0,0,0,0,0,0,0.002,0,0,0,0.012,0.013,0.002,0.01,0,0.021,0,0.036,0,0.005,51502000000,1.26E+11,1.68E+11,10227500000,2975.75,3999.1,96985.25,17.75,0,0,0.56,0.41,0.6,0.08,0,0,41,13
Austria,AUT,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.007,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.019,0.001,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,17417044266,7688244001,7842250000,230000000,654.63,910.2,634.96,6.75,0,0,0.42,0.5,0,0,0,0,6,0
Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,1478619366,885781361.2,0,0,4.25,379.37,133.25,0,0.002,0,0.21,0.8,0,0,0,0,6,0
Bahamas,BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5270606668,680036633.4,0,250000000,0,1916.2,0,0,0.001,0.049,0.28,0.76,0,0,0,0,5,0
Bahrain,BHR,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,2601051235,1192784814,0,0,52,487.4,0.75,0,0.001,0,0.21,0.79,0.65,0,0.03,0,3,0
Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7528007881,13755316947,0,4960000000,0,5040.31,0,70.75,0.003,0.002,0.21,0.8,0.06,0,0.73,0,10,3
Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921221876.6,95339114,17222000000,245000000,0,302.26,0,0,0,0,0.28,0.78,0,0,0,0,2,0
Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341867180,1607041702,0,543333333.3,7,320.31,1385.75,0,0.001,0.018,0.18,0.77,0,0,0.01,0.04,3,7
Belgium,BEL,0,0,0.061,0,0,0,0.077,0.002,0.026,0.001,0.001,0,0.01,0.001,0,0.007,0,0,0.002,0,0,0,0,0,0.004,0,0.001,0,0.001,0.001,0.002,0,0,0,0,0,0.012,0.007,0.024,0.002,0.001,0,0.029,0.068,0.007,0,0.009,0,0.001,0.001,0.03,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,72947000000,24158304318,50720250000,500000000,295.25,893.17,591.25,7.75,0,0,0.49,0.49,0.08,0,0,0,32,0
Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,571846765,98545765.8,0,0,0,321.81,0,0,0.013,0,0.26,0.79,0,0,0,0,9,0
Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842179274.4,2826188404,0,400000000,0,278.36,0,0,0.015,0.008,0.26,0.76,0,0,0,0,5,0
Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16753244,9695134.6,0,0,0,136.1,0,0,0.001,0,0.2,0.77,0,0,0,0,0,0
Bolivia,BOL,0,0,0.063,0.003,0,0,0.013,0.001,0,0,0,0,0,0,0.001,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0.157,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568005300,1007626230,0,922500000,0,1098.67,0,0.5,0.004,0.014,0.16,0.78,0.08,0,0.32,0,0,0
Bosnia & Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134616688.6,158157270.4,0,550000000,13.25,317.96,2.25,0,0.006,0.015,0.44,0.53,0,0,0,0,8,0
Botswana,BWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513305234,326735615,0,100000000,36,241.44,0.5,0,0.009,0.001,0.26,0.77,0,0,0,0,0,0
Brazil,BRA,0.002,0,0,0,0,0,0,0.001,0,0.001,0.007,0.002,0.007,0.001,0.001,0.006,0.007,0,0.051,0,0.004,0,0,0,0.008,0,0.012,0.059,0,0,0.085,0,0.011,0.001,0.752,0.881,0.002,0,0,0,0.094,0.001,0,0,0,0,0.059,0,0.001,0,0.003,0,0,0,0.002,0.001,0,0,0,0.013,0.247,0.02,0.001,0,0.002,0,0.002,0,0,0,0,0.023,0.003,0,0.003,0.429,0.022,0.137,0,0,0,0,0,0,0.009,0.024,90906000000,80775686057,65271250000,7970000000,471.25,12531.93,234.5,19.5,0,0,0.25,0.78,0.2,0,0,0,16,3
Brunei,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680370085.6,1392095541,0,1985000000,0.25,62.52,4.5,0,0,0,0.2,0.81,0.5,0,0,0,12,3
Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152417122,1962421235,0,0,112.75,1143.31,32.5,5.5,0.001,0,0.48,0.49,1,0,0,0,29,0
Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105316582.8,211707592.6,0,0,0,547.34,0,0,0.016,0,0.24,0.8,0,0,0,0,3,0
Burundi,BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21507971.9,51776953.6,0,0,0,147.34,0,0,0.045,0.007,0.2,0.84,1,0,0,0,0,0
Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,3566048866,4502151785,0,993333333.3,0,468.58,0,2.75,0.013,0.073,0.23,0.83,0,0,0.58,0,7,2
Cameroon,CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,602765644,2183717413,0,2133333333,0,956.75,0,0,0.002,0.019,0.19,0.57,0.01,0,0.7,0,4,1
Canada,CAN,0.322,0,0.001,0.001,0.002,0,0.008,0,0.133,0.055,0.001,0,0.084,0.001,0.097,0.001,0.1,0.011,0.042,0,0.157,0.001,0,0.001,0.073,0,0.001,0,0.089,0.001,0.142,0,0.169,0.018,0.215,0.063,0.007,0,0.002,0,0.013,0,0,0,0.231,0.002,0.015,0,0.029,0.001,0.009,0,0,0,0.53,0.001,0,0,0.019,0.002,0.035,0,0.002,0,0.004,0.001,0,0,0.03,0.003,0.003,0,0.001,0,0.006,0.014,0.026,0,0.051,0.007,0.001,0.002,0.028,0,0.111,0,7.96E+11,52544657266,3.72E+11,2522500000,8133,27449.81,51909.5,50.75,0,0,0.75,0.32,0.7,0.04,0,0,75,2
Cape Verde,CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16691906.7,54909622.2,0,130000000,0,413.12,0,12.5,0.019,0.007,0.27,0.78,0,0,0,0,2,0
Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32595044.3,42948231.4,0,0,0,14.88,0,0,0.035,0.004,0.34,0.65,0,0,0,0,0,0
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,1615914227,343889098.8,0,183333333.3,0,67.04,0,0.25,0.021,0.012,0.23,0.78,0.05,0,0.33,0,2,0
Chile,CHL,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.195,0.104,0.004,0,0,0,0.001,0,0.226,0.199,0,0,0,0,0.116,0.032,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.008,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.001,0,0,0,0.001,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35546000000,33307799003,27955000000,350000000,17.5,2313.44,8.63,3.75,0,0.001,0.28,0.77,0.5,0,0,0,19,0
China,CHN,0.001,0.991,0.524,0.781,0,0.233,0.752,0.972,0.046,0.481,0.004,0.003,0.086,0.106,0,0.694,0.001,0.232,0.014,0.983,0,0.987,0.003,0.708,0.017,0.999,0.006,0.153,0.011,0.877,0.388,0.911,0.003,0.747,0,0.003,0,0.183,0.008,0.254,1.01,0.815,0.004,0,0.007,0.905,0.032,0.951,0.017,0.934,0.081,0.994,0,0.452,0,0.912,0.004,0.177,0,0.924,0.005,0.624,0,0.985,0,0.686,0,0,0,0.968,0,0.963,0.001,0.978,0.001,0.134,0.002,0.687,0,0.966,0,0.933,0,0.529,0,0.386,6.9E+11,0,94809250000,0,116.75,280340.6,0,29159.25,0,0,0.18,1,0,0,0,0,7,0
Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.188,0.01,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.009,0,0,0,0.019,0.013,43795000000,11567331405,7679750000,260000000,254.5,6802.49,11.5,0.5,0.003,0,0.26,0.72,0.35,0,0,0,15,1
Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6519275.27,46494313.4,0,0,0,27.32,0,0,0.001,0.002,0.23,0.8,0,0,0,0,3,0
Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.026,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.001,0,0,0,0,0,0,0,0,17929264967,3523253489,1541500000,0,0,1089.28,0,0,0,0.004,0.29,0.74,1,0,0,0,4,0
Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581597500,1576837043,0,526666666.7,3,1147.82,1.75,0.25,0.006,0.027,0.26,0.69,0,0,0,0,5,0
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065273520,1248092998,0,130000000,30.75,534.72,1,0,0,0,0.48,0.49,0.74,0,0,0,17,0
Cuba,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,1860614551,0,100000000,0,102.54,0,0,0,0.016,0.14,0.79,0,0,0,0,0,0
Curacao,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437177750,80966868.8,0,0,0,0,0,0,0.007,0,,,0,0,0,0,0,0
Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268953346.6,770308441,0,0,4.75,396.55,91.75,0,0.001,0,0.43,0.53,0,0,0,0,0,0
Czechia (Czech Republic),CZE,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950694712,10987526778,5705000000,255000000,214.75,709.09,183.75,7,0,0,0.52,0.48,0.06,0.01,0,0,19,1
Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0,0.003,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11334066439,10060704606,15795500000,730000000,654.25,1124.32,1193.25,8,0,0,0.5,0.49,0.55,0,0,0,37,2
Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259592991.2,1687738740,0,1020000000,0,8.59,0,0,0.029,0.1,0.22,0.8,0.13,0,0.34,0,3,0
Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148255099.2,35273024.4,0,0,0,212.09,0,0,0.003,0.05,0.28,0.77,0,0,0,0,4,0
Dominican Republic,DOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,17260123973,1643225087,1331250000,0,1398.25,1669.12,7.25,0,0.002,0,0.26,0.78,1,0,0,0,9,0
DRC,COD,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.007,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,346655737,3848331168,0,1617500000,0,657.34,0,0.25,0.023,0.003,0.2,0.75,0,0,0.02,0,2,0
East Timor (Timor-Leste),TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6148306.93,102442720.4,0,560000000,0,53.26,0,11.5,0.012,0,0.26,0.78,0,0,0,0,0,0
Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.013,0.002,18968462242,3893919300,924750000,917500000,308.25,2627.61,30,0.25,0.001,0.017,0.17,0.79,0,0,0,0,5,0
Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0,0.002,9529879567,11305554850,8995250000,1937500000,21.5,2894.27,257.5,7,0.009,0,0.17,0.77,0.35,0,0,0,3,3
El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.003,0,0,0,0,0,0,0,0,7783765325,726101485.8,0,0,102.5,1455.46,3.25,0,0.01,0,0.23,0.76,0,0,0,0,8,0
